age,occupation_risk,zone_risk,health_score,income,claim_history,premium
49,3,2,66.1,23730.87,1,721.39
34,3,3,100.0,18821.98,0,665.23
34,3,4,69.5,21870.57,0,840.1
31,4,2,55.8,20810.52,0,729.61
26,4,2,52.5,30853.38,0,754.65
57,1,2,57.6,27774.26,3,770.25
19,4,5,97.7,30574.06,1,956.36
62,3,2,59.0,15717.31,3,890.79
42,5,3,78.6,36454.0,0,843.58
56,3,5,59.4,21584.16,2,1104.84
26,5,2,68.9,16199.87,1,771.36
39,4,5,76.9,21486.26,1,995.07
60,2,5,56.4,44870.13,0,1071.49
63,3,4,55.4,21898.27,0,1019.21
21,5,2,89.9,22399.23,1,728.37
43,4,3,79.8,23463.16,2,828.41
46,1,4,76.9,23811.04,1,761.81
62,4,5,76.8,18748.19,1,1126.56
51,2,2,71.9,26145.7,1,680.56
40,1,4,95.3,33604.76,0,695.69
54,3,3,65.7,27514.31,5,980.01
28,2,2,73.7,16110.68,1,611.87
23,4,3,43.2,22245.23,3,952.73
35,2,4,52.6,20587.78,1,855.28
38,4,3,47.0,25423.52,1,887.4
59,1,3,84.1,35643.61,1,772.88
53,2,5,26.7,23808.94,0,1055.08
58,2,3,59.0,24294.76,1,857.32
55,2,3,20.1,39221.16,0,924.15
51,1,3,52.5,32009.65,4,871.4
34,2,3,57.6,29592.65,2,792.33
54,3,4,85.8,40665.05,1,932.04
42,2,5,70.9,28918.49,1,914.92
55,3,3,52.5,9107.78,3,941.38
29,2,4,81.0,31661.33,1,806.67
40,4,1,65.3,12263.93,1,628.36
59,5,2,65.6,28616.04,1,913.61
39,3,3,47.0,11290.05,3,871.39
38,2,1,50.1,21265.16,1,581.87
44,1,2,52.6,22089.72,0,592.29
48,5,3,65.7,18839.05,0,873.72
23,1,1,66.2,22209.18,1,490.37
44,2,2,88.2,33260.49,1,598.0
57,2,3,70.8,19288.38,2,843.37
51,2,3,24.4,29361.13,1,893.9
29,2,5,68.9,17274.8,1,909.38
62,4,3,43.2,23484.0,2,1056.26
24,1,3,50.5,27590.71,3,793.11
27,3,5,52.8,17027.77,0,973.19
62,1,4,55.0,14506.24,2,959.24
34,1,2,44.4,28935.03,1,655.23
43,5,2,68.1,33984.64,1,800.21
38,2,4,43.8,24367.48,2,914.15
45,4,3,70.4,21341.5,1,819.86
63,3,4,98.6,26245.4,1,947.24
19,1,4,45.1,25443.84,0,800.16
60,5,3,60.7,26943.22,1,1025.46
18,2,5,27.1,8000.0,2,1029.39
53,4,3,60.5,16447.17,0,875.46
43,2,2,74.6,18238.16,1,612.58
46,4,4,75.8,26206.94,1,918.15
38,1,2,66.2,26487.02,3,653.26
28,3,4,78.3,30089.44,1,863.86
57,4,5,100.0,27060.65,0,1018.1
28,5,4,90.7,14594.12,2,934.16
53,5,3,57.2,36576.04,0,964.09
56,4,3,43.2,35175.35,3,1055.56
57,4,3,58.9,14934.42,3,994.37
52,2,3,50.8,27661.64,0,804.35
51,2,3,71.8,20236.6,1,765.98
64,2,4,47.3,26110.91,1,1029.74
41,2,4,63.9,33426.48,0,825.02
39,2,2,77.6,42040.83,1,641.95
22,3,3,63.5,31010.22,2,834.78
50,2,4,50.8,27359.48,1,913.14
53,3,3,82.6,22281.43,4,898.36
64,2,3,36.8,26457.08,4,1045.9
37,2,4,60.1,35878.18,2,894.93
36,3,4,64.4,24642.33,4,976.51
52,4,3,65.2,17911.1,4,969.11
60,4,4,67.7,12042.48,2,1060.01
34,3,2,74.2,29104.38,2,710.04
62,2,5,64.5,26978.31,2,1094.73
60,3,2,59.5,19832.73,1,817.49
51,1,1,58.9,33208.11,2,611.79
26,2,4,55.8,21625.79,1,852.31
43,3,2,76.8,23922.85,0,636.78
19,1,4,55.3,24866.69,1,812.43
26,2,4,77.7,22192.38,1,800.22
26,5,4,65.3,26886.92,1,990.17
57,5,5,57.2,34212.12,4,1293.03
34,2,2,74.3,15860.14,1,607.41
18,1,4,54.1,28908.16,1,808.9
42,2,2,74.6,26377.27,3,677.9
60,2,3,68.2,26230.11,1,852.23
57,5,4,56.1,31974.76,0,1081.83
59,1,3,72.9,25394.38,0,752.89
42,4,3,73.2,28841.83,2,855.2
56,1,3,82.4,30726.92,2,773.58
52,5,3,79.5,20965.08,2,934.24
20,2,5,72.4,27393.47,2,946.17
54,4,1,48.1,22993.7,1,758.4
61,2,3,100.0,23938.55,0,746.73
61,3,4,43.9,22423.51,2,1091.66
47,2,3,79.2,28768.64,2,755.99
55,1,1,71.5,25653.16,4,651.56
51,5,3,47.4,28156.35,0,960.01
29,5,3,63.1,24859.86,0,866.63
36,4,2,63.8,12167.03,1,726.12
54,3,4,84.6,25250.95,1,907.79
61,4,3,54.3,25508.3,1,1001.54
34,1,5,61.1,26940.77,3,953.22
27,2,4,30.0,20250.17,3,976.66
64,2,4,91.0,15436.24,2,935.77
29,3,1,48.9,29996.85,1,646.7
33,2,3,69.9,22811.15,1,728.99
41,1,2,63.5,26369.95,1,601.2
36,3,5,63.5,22748.32,1,980.08
25,4,2,77.1,24951.51,2,744.58
48,2,2,90.1,21405.72,2,638.57
38,1,3,68.8,17255.33,5,789.07
34,2,2,74.8,28789.85,2,653.63
40,2,2,69.9,20175.04,1,623.46
54,2,3,80.3,26311.61,0,748.15
33,3,1,58.1,28283.68,3,678.0
23,3,1,81.1,20305.5,1,553.98
25,3,3,81.7,15368.91,1,731.74
42,2,4,81.2,44408.68,3,877.94
35,4,3,55.1,20777.82,0,825.48
42,2,3,62.5,29987.34,1,753.88
29,3,3,68.6,40515.71,3,868.48
32,4,3,44.4,31319.26,0,873.63
43,2,5,88.9,22596.46,3,925.7
58,1,1,64.8,24463.07,1,606.57
62,4,4,69.3,18339.14,5,1169.29
43,2,4,56.3,32053.57,1,862.82
64,3,4,45.1,29530.17,1,1093.62
49,1,2,55.9,20884.59,3,698.96
27,3,2,68.3,16662.6,1,676.65
33,2,4,75.1,14430.13,2,826.31
24,1,1,67.4,32892.11,5,623.13
34,3,4,70.2,25962.99,2,903.88
40,2,4,59.9,26719.88,2,880.63
43,2,4,72.4,18416.41,3,869.13
38,1,2,87.2,13291.98,2,548.1
39,1,4,75.6,32700.91,4,861.92
24,2,4,77.1,25336.31,1,801.2
31,1,4,69.4,32257.88,4,877.19
32,5,1,42.5,21912.53,0,724.93
24,1,1,49.3,23105.46,2,564.32
26,3,3,71.8,30706.39,0,755.16
25,1,2,64.8,30858.78,1,599.48
40,2,3,71.6,31380.52,3,796.38
46,5,5,90.1,22638.39,0,995.91
35,2,3,75.9,29916.38,2,751.19
48,5,4,83.9,33872.8,1,974.51
47,2,1,66.4,24161.82,2,592.13
56,4,2,52.9,20892.09,2,885.3
52,3,1,64.1,35741.98,4,772.16
35,4,3,52.9,19764.43,2,890.57
59,3,5,88.4,30035.81,1,1045.07
56,3,1,76.9,24532.62,1,655.44
34,2,3,72.8,10267.48,3,763.17
31,2,3,83.5,34028.75,2,743.23
48,5,5,34.7,8000.0,0,1125.41
41,2,2,73.8,9126.98,3,660.0
52,2,2,45.3,29218.64,4,843.61
61,4,1,64.9,29216.57,0,751.37
62,2,3,60.3,19899.36,0,850.93
51,5,2,74.9,26182.58,0,794.33
20,4,4,68.4,8000.0,1,899.3
54,3,3,85.2,30655.8,2,856.67
60,4,3,56.0,26997.8,2,1013.74
57,1,3,75.6,24634.86,2,789.55
43,2,1,67.4,25166.73,1,544.86
40,3,3,40.5,28946.03,1,856.94
61,2,5,51.2,24768.79,4,1175.97
56,4,4,62.8,10007.56,5,1124.27
32,5,4,81.7,42570.66,3,1030.24
21,3,4,72.0,34606.41,0,851.73
46,2,2,47.5,14720.44,1,683.27
39,5,2,62.9,22238.9,2,828.39
42,3,1,95.3,23111.73,1,520.78
30,3,3,66.7,33630.8,1,795.89
35,2,2,60.1,8000.0,3,696.42
50,5,3,72.4,21007.93,0,871.51
33,3,4,76.5,10914.91,1,833.46
62,4,4,58.2,22719.24,1,1082.14
59,4,4,72.5,21219.99,1,1024.72
61,2,5,60.1,25637.55,1,1075.24
19,3,1,75.8,20161.0,1,565.25
52,4,1,67.5,18991.81,1,691.31
59,2,4,72.2,29957.25,1,937.65
51,4,2,53.6,28637.38,2,862.34
47,5,2,52.7,29411.19,1,843.09
30,3,3,79.2,23584.8,0,724.65
30,4,2,63.8,20426.09,2,772.25
35,4,3,69.3,24049.18,2,856.77
49,4,3,60.4,29009.3,1,890.48
49,2,3,78.5,8000.0,1,715.02
52,1,4,55.9,28152.9,0,840.27
56,3,3,63.0,27473.11,0,863.27
63,3,2,76.8,25497.21,1,810.65
46,3,2,82.6,23805.49,1,657.3
46,4,3,57.1,8000.0,1,841.6
61,2,4,94.4,21481.17,0,855.89
33,3,4,69.7,39315.51,1,894.63
61,2,4,49.4,25103.21,2,1032.3
64,4,2,70.5,22541.68,0,849.53
27,3,3,59.3,25135.25,1,804.16
47,2,3,71.5,27838.18,2,772.15
42,2,3,64.4,30270.56,1,750.77
56,4,3,66.1,23168.96,0,891.61
37,3,3,51.3,28399.36,1,831.12
22,2,3,79.9,38413.21,2,753.32
18,5,4,47.7,33050.01,3,1099.27
47,4,2,48.4,43722.4,0,805.36
20,5,4,70.5,19745.84,4,1053.04
62,3,2,89.0,38409.52,1,792.88
31,3,1,59.7,18674.61,2,631.63
47,4,5,75.5,27828.53,3,1077.88
21,3,5,81.1,30859.81,0,916.84
35,4,1,77.2,20913.78,1,606.91
54,2,3,60.3,25703.71,1,824.02
42,3,2,48.6,32283.69,4,841.25
18,1,3,31.9,19317.83,2,791.54
63,2,4,61.1,38355.07,1,1002.57
32,1,5,82.7,13923.23,1,823.71
26,1,3,48.1,40517.53,0,724.01
32,5,3,75.5,33010.61,3,935.71
41,2,3,50.7,24282.2,1,776.92
21,3,3,66.6,21778.65,1,782.76
29,4,5,75.6,20943.77,1,999.63
54,3,4,55.1,23913.63,3,1042.8
54,2,3,67.6,24612.03,2,829.79
60,4,3,58.8,35041.81,4,1076.39
23,3,2,75.6,40749.23,0,665.69
56,4,1,68.5,26595.04,3,789.22
63,4,4,65.8,18234.97,2,1094.72
41,5,3,88.4,20634.19,3,881.22
28,3,3,74.9,23535.27,0,731.75
30,2,3,54.6,16759.02,0,722.48
51,3,4,63.7,15568.47,2,949.26
42,1,2,63.9,41777.02,1,619.85
24,4,4,66.2,27420.91,3,996.58
21,1,4,100.0,18334.93,1,685.08
25,2,5,70.6,31532.83,1,924.07
37,4,3,34.5,15573.23,0,865.65
46,3,2,56.9,16231.9,0,686.02
62,2,3,36.0,18575.66,2,971.65
63,3,3,60.1,38236.11,2,994.74
27,4,2,35.2,22976.96,0,783.79
60,2,3,51.9,8000.0,2,897.22
51,4,3,42.2,34680.53,2,989.5
43,1,4,70.8,22548.95,0,733.09
58,4,1,65.0,10204.74,1,724.14
20,4,3,69.5,22466.53,1,823.26
23,2,4,63.4,29168.03,3,900.48
22,3,4,44.1,28232.39,2,972.65
22,2,4,72.7,39387.32,1,837.86
64,4,4,93.8,18177.86,2,1031.76
40,3,5,71.1,25373.76,0,933.61
26,3,3,58.6,19403.45,2,832.87
52,2,3,43.6,12662.46,0,803.37
37,2,1,51.4,32084.22,1,593.32
59,1,1,71.8,28706.16,3,667.45
52,2,2,81.1,27269.43,3,720.57
35,3,2,68.9,28414.32,1,687.9
34,4,2,77.0,19516.22,4,796.45
41,3,2,75.6,16954.44,1,651.8
20,3,1,72.6,25301.18,0,556.83
49,5,5,55.1,34289.69,1,1151.18
52,4,1,67.6,37864.62,2,746.4
55,5,4,52.3,31363.46,3,1167.7
30,3,2,65.3,25233.4,2,725.13
64,2,5,70.0,27158.27,1,1071.92
42,1,4,90.2,25092.75,3,778.56
26,4,4,45.4,16792.45,1,967.49
21,1,4,72.2,25197.18,0,743.8
31,2,1,87.2,14321.39,0,444.38
54,3,5,76.4,24007.38,1,1027.15
51,3,4,77.5,38088.84,1,918.86
28,3,4,73.8,31582.87,1,875.21
58,2,4,84.5,17615.05,0,850.63
20,2,3,48.7,24420.57,3,841.91
45,3,4,44.2,18324.99,3,989.16
46,5,2,64.9,24499.89,2,827.65
26,4,3,32.6,33328.86,3,991.51
20,5,1,83.5,30224.06,1,657.58
42,4,5,83.3,44873.15,1,1014.6
51,3,2,58.5,34539.82,0,739.59
29,2,2,59.4,26632.0,1,655.41
59,3,3,63.9,30417.2,1,912.13
26,3,4,65.8,23380.45,0,843.99
32,3,3,66.9,15979.97,2,802.48
57,3,2,73.4,35446.21,1,781.96
42,3,1,62.4,33071.93,1,616.06
22,2,4,79.1,23071.57,3,849.9
28,3,5,71.7,27191.49,1,971.51
51,2,4,55.9,34927.51,0,886.26
41,4,3,85.0,31770.81,3,859.0
32,2,5,44.6,13295.19,2,988.0
55,1,3,63.6,26948.96,4,863.87
25,3,3,79.5,23658.95,2,786.98
22,3,3,54.2,33904.01,0,801.36
43,3,3,69.6,33248.34,0,758.59
35,2,4,73.2,35548.86,0,800.35
23,3,3,52.1,16056.85,1,807.17
54,2,3,63.9,18727.11,0,775.03
30,5,2,62.7,33912.66,1,816.47
45,5,1,56.7,20266.83,0,682.6
22,3,3,99.5,12828.54,0,656.09
30,2,2,53.6,29260.77,0,650.72
34,4,2,80.1,20622.25,1,699.77
57,1,4,59.1,39318.33,1,915.0
62,3,4,48.7,27369.48,0,1033.73
49,2,4,66.5,26282.07,1,867.17
46,5,3,74.7,22046.05,0,841.58
20,1,4,78.8,37726.68,1,766.16
57,3,5,88.4,27868.44,1,1020.93
51,4,4,100.0,21732.0,3,948.34
57,3,3,68.8,18647.33,1,869.48
44,1,3,55.1,24412.22,0,682.57
30,5,5,71.8,17178.83,0,1027.89
62,3,2,61.0,33231.02,3,913.98
50,3,2,78.9,10533.26,6,832.12
23,2,3,45.5,23883.89,2,813.93
41,3,1,100.0,29881.07,1,519.86
36,3,5,77.8,27736.96,1,953.85
33,1,3,39.7,19261.74,1,741.44
57,1,3,54.4,30282.07,1,820.57
45,4,4,77.2,17911.68,3,956.92
50,2,3,82.6,24820.92,1,734.64
58,2,1,45.9,30214.73,0,676.98
30,3,3,75.7,28703.3,2,804.23
60,4,4,35.8,19599.69,5,1236.41
62,1,3,63.7,34579.96,3,904.19
42,3,4,81.7,25693.56,1,842.21
59,1,2,56.7,30943.96,0,703.79
53,1,2,42.4,37232.81,2,766.08
44,1,2,67.2,33940.16,0,572.31
55,4,3,55.9,33961.04,1,957.34
24,1,4,74.4,26541.44,0,726.94
22,1,4,51.7,31351.48,2,859.24
60,3,3,53.4,26708.77,2,969.38
62,4,3,34.7,15325.4,1,1031.64
48,2,4,67.5,27421.95,4,951.91
40,3,2,62.6,27050.89,4,795.91
59,1,2,47.2,29669.83,3,819.25
27,3,5,67.9,23976.02,2,1004.94
49,3,3,80.4,18908.36,2,805.09
60,3,5,61.8,30252.05,2,1143.57
47,2,3,69.0,14493.82,0,699.66
56,2,4,69.1,36670.55,0,898.22
48,1,2,46.9,23148.66,0,629.88
35,2,2,95.8,26964.23,1,567.05
53,1,3,57.9,29468.47,3,835.45
19,4,3,74.8,29725.5,1,825.17
31,5,2,76.5,13728.13,3,810.24
30,5,2,62.9,31592.69,3,868.61
46,4,1,74.1,27425.23,1,635.8
29,3,4,68.7,19917.91,1,866.94
56,4,3,43.7,19002.66,0,937.11
19,2,1,60.0,22327.58,0,528.83
49,3,2,55.8,14610.07,6,887.22
30,3,2,58.1,38778.14,1,740.08
63,3,3,45.4,36889.21,2,1027.42
44,4,1,81.9,28613.6,3,675.89
58,2,4,89.0,23212.81,2,904.12
34,2,1,79.7,23423.14,1,507.57
57,5,2,84.1,31064.53,2,879.07
48,1,4,59.8,39062.62,1,843.44
51,3,4,55.5,20436.83,1,947.22
41,5,1,53.3,16059.31,2,743.97
62,3,4,74.7,37381.13,1,1014.1
52,3,3,68.4,10702.89,3,873.82
23,2,4,63.8,16931.75,1,823.36
36,2,3,84.4,23025.14,0,651.18
47,4,4,71.1,12516.53,0,887.35
24,3,5,52.4,33897.19,1,1025.0
27,3,2,54.8,31855.24,2,758.42
58,1,3,75.2,20401.65,2,792.61
49,1,3,80.6,35236.91,2,732.48
51,5,1,73.3,36594.34,0,714.77
45,2,1,93.5,24094.63,5,601.5
32,3,2,89.5,21394.65,2,664.99
47,1,3,71.6,43076.82,0,694.17
54,3,3,52.4,30769.29,2,928.54
46,5,3,45.4,27050.6,2,976.65
39,3,1,59.2,35908.37,1,629.56
21,1,3,76.3,27415.45,1,665.76
37,3,5,92.4,20955.04,1,910.19
49,4,3,71.3,25641.28,1,859.19
53,3,3,82.5,33309.23,1,819.03
21,4,4,61.3,9062.52,4,1008.46
44,3,4,74.3,22695.75,2,888.06
34,4,3,77.4,36064.46,1,821.25
29,3,4,35.3,20905.05,1,953.13
39,1,3,58.8,37368.87,1,720.49
34,2,4,79.2,36317.95,2,841.41
27,2,2,69.1,24475.77,0,601.08
18,5,2,47.1,20451.69,2,864.28
39,4,1,28.5,22701.13,3,798.89
43,3,4,59.5,46316.92,1,930.98
35,2,3,63.9,39995.4,1,768.15
31,2,2,51.7,26003.13,2,712.31
64,4,2,67.1,20134.77,3,944.95
46,3,5,72.6,25936.33,2,1000.61
29,2,4,75.1,26950.62,1,813.16
53,3,3,29.7,15053.13,1,926.98
52,1,3,45.3,25640.33,0,759.72
29,2,3,60.4,35579.23,0,740.7
24,3,3,73.6,10605.15,1,748.14
46,1,5,72.3,31612.67,0,845.92
28,5,2,72.1,35998.38,4,888.09
50,2,3,59.2,20515.54,2,815.88
23,1,3,60.1,38553.41,1,722.29
64,2,3,54.1,19477.3,2,944.1
32,4,3,76.5,28528.66,0,787.15
49,3,3,51.2,22545.82,0,826.84
28,3,2,77.8,22544.03,3,718.38
40,1,3,68.1,20061.61,0,649.87
43,1,2,64.3,30588.6,1,602.74
51,3,2,55.1,31790.44,4,871.77
63,4,1,44.7,24484.62,4,927.26
51,4,4,55.3,14120.25,3,1047.67
46,1,3,60.0,28225.36,0,686.11
21,3,3,29.5,28376.11,1,882.7
34,5,4,62.0,23266.28,0,959.58
52,2,4,78.9,39937.85,1,878.87
30,4,3,73.5,12488.57,1,796.39
58,1,3,57.6,8000.0,0,753.76
56,5,3,65.7,19153.32,2,998.17
32,4,3,56.7,30683.4,0,837.38
46,5,3,67.2,16553.24,5,1003.77
46,3,4,88.1,17152.23,0,792.9
28,2,4,79.5,32608.17,5,932.25
49,5,2,72.8,28700.38,0,784.35
19,2,2,57.6,28016.49,0,636.2
64,2,3,76.2,31251.43,1,867.31
31,4,3,39.7,21598.46,0,871.71
37,4,1,61.2,21968.13,2,681.98
39,5,4,73.8,31478.23,1,971.62
28,2,2,76.1,14240.91,1,600.64
44,4,5,75.0,8000.0,1,979.23
20,4,4,69.4,21533.73,1,921.63
34,1,4,62.1,32446.99,3,863.53
61,2,2,73.1,27044.48,3,815.51
45,2,2,50.7,31858.33,2,724.08
46,2,3,52.3,8869.65,1,757.28
38,5,2,65.9,27523.97,3,854.26
64,3,3,67.6,30230.92,0,909.91
33,4,3,37.6,14193.62,3,949.78
54,5,2,71.8,31896.46,0,830.13
37,2,2,76.6,24107.85,2,640.95
23,4,4,63.8,49570.69,1,975.03
36,3,2,100.0,8000.0,0,551.61
22,4,1,54.8,35952.91,3,744.41
20,2,3,59.6,21846.74,0,714.59
18,5,5,59.1,12062.79,2,1096.75
55,2,3,63.9,20784.36,3,875.5
32,2,2,60.1,27219.83,2,693.88
51,4,3,43.9,33299.73,0,917.53
52,2,5,56.8,38775.71,0,993.19
42,3,4,63.5,36375.14,2,935.23
41,3,3,83.4,17276.94,2,759.15
29,4,3,98.0,34041.32,1,767.77
35,2,3,85.0,28130.28,3,756.24
32,1,1,53.4,19763.18,2,549.74
61,2,4,54.6,23304.72,0,952.09
33,3,4,62.6,19321.26,1,876.19
44,2,5,91.8,25296.74,1,870.15
25,2,2,62.5,19162.74,1,645.83
63,2,1,45.1,16776.05,0,700.09
42,1,3,57.5,28832.95,1,714.81
34,3,4,76.4,30029.84,2,892.69
46,4,4,75.3,23499.22,0,886.41
25,2,2,62.0,35941.21,0,636.36
32,3,2,75.3,22916.56,2,694.62
44,3,3,30.9,22577.8,1,872.98
63,3,3,66.6,30283.91,1,942.39
24,4,4,77.9,23940.6,1,903.36
20,3,3,52.5,25678.38,2,855.95
46,3,4,52.5,8000.0,2,927.93
61,1,3,37.0,25133.66,0,856.32
41,3,4,88.8,10382.43,2,827.64
20,3,3,54.2,15232.4,3,862.57
37,1,4,68.6,14317.42,2,791.07
63,2,2,74.1,16659.33,1,752.94
32,5,3,87.7,20609.17,4,914.38
42,3,2,62.7,21108.06,0,668.66
47,3,3,56.9,30314.2,3,896.1
31,5,3,67.6,26779.1,1,890.12
24,4,2,84.3,9791.4,0,641.17
34,3,5,62.4,25666.36,2,1015.26
61,4,2,50.7,27546.04,2,946.24
37,4,4,41.9,22371.47,4,1078.69
53,3,5,46.7,24512.91,0,1057.36
26,3,1,78.0,26522.48,2,598.37
55,2,4,60.2,31116.8,0,906.17
39,5,2,55.9,12400.96,4,891.89
19,3,1,54.3,23045.46,4,713.44
41,1,3,66.3,37066.69,2,737.28
25,4,5,61.4,36333.29,1,1057.38
28,3,1,60.9,31807.5,3,677.82
30,1,3,85.2,29294.6,2,673.2
34,3,3,88.1,38237.08,3,810.83
25,3,4,40.8,40342.78,0,934.38
38,4,1,69.9,23967.36,3,694.62
35,2,4,53.3,17244.54,0,827.04
47,4,4,61.3,22837.66,2,986.97
35,3,4,69.6,49773.56,4,998.26
63,1,5,61.8,12445.15,0,988.89
64,5,4,68.5,21235.69,0,1089.92
48,3,1,75.1,13698.47,1,578.93
55,2,3,69.4,25998.11,1,814.14
49,3,3,55.3,15378.47,2,863.81
28,4,3,55.6,24129.99,2,891.9
62,2,3,43.4,9399.24,2,939.08
42,2,3,52.2,29940.97,4,870.34
50,1,3,94.4,34778.76,0,637.53
55,2,5,53.1,21928.45,2,1057.9
58,4,1,47.1,23918.96,3,855.43
25,3,5,69.8,23692.74,1,969.3
28,2,3,63.3,26447.29,0,715.02
39,2,3,62.1,24694.64,0,718.26
41,2,4,86.1,31144.94,0,761.93
58,5,3,73.2,34864.31,2,1013.12
34,2,3,57.1,18487.43,1,748.89
29,5,3,58.6,22525.37,1,903.28
63,3,3,57.5,32212.96,1,961.3
49,2,5,78.1,13626.65,1,911.05
32,4,4,60.4,9234.23,4,1014.08
33,3,2,38.1,26810.53,0,735.18
39,4,2,64.3,28970.77,1,755.91
45,5,3,41.9,19221.6,1,940.12
37,1,1,97.8,20370.79,0,378.28
50,1,3,50.5,18918.46,1,755.66
27,4,2,62.6,18064.6,3,800.73
57,2,3,68.9,30547.97,2,868.65
49,2,1,60.7,15556.01,2,607.24
50,1,3,60.6,22875.82,3,792.49
19,1,4,71.3,17757.31,2,789.64
50,4,3,87.9,13357.69,0,773.04
50,1,5,76.5,31961.43,2,927.8
58,3,4,87.2,20841.4,1,927.37
30,3,3,49.3,26507.52,0,804.43
47,3,1,69.8,12935.39,4,674.28
50,1,4,67.3,19064.48,2,841.76
30,4,5,70.3,31048.7,2,1057.95
43,1,4,85.6,45698.17,1,766.81
39,4,2,61.7,9190.27,1,727.37
56,4,5,58.9,23391.14,2,1157.43
19,3,2,73.0,28298.24,3,736.97
55,3,4,38.3,20071.2,0,996.66
56,3,5,61.4,31796.18,3,1149.08
43,2,2,63.0,18066.14,1,636.76
63,4,5,51.2,26230.78,0,1186.76
32,4,3,80.9,20823.42,1,790.87
51,2,5,49.1,34755.45,0,1005.47
59,3,2,63.0,19589.08,3,868.54
61,5,5,69.4,22185.01,2,1223.11
57,5,1,85.3,32565.51,1,754.28
28,3,4,64.8,16775.69,2,900.82
20,3,3,79.0,25550.0,2,784.93
23,2,3,75.5,10419.73,0,665.1
26,5,2,66.9,16296.53,1,773.72
23,1,4,48.7,28057.05,0,794.93
26,3,2,43.5,17074.42,1,737.99
56,2,3,66.6,20643.42,3,879.22
48,2,2,56.9,28944.69,2,731.17
49,3,5,78.8,20366.51,1,966.43
58,5,1,76.2,31582.74,1,785.5
29,1,2,62.2,26725.3,3,668.0
25,3,2,47.6,28485.46,1,744.01
25,1,3,72.7,34927.72,0,655.15
45,2,2,49.7,27558.58,2,719.38
37,3,3,53.6,37310.78,2,865.11
64,3,4,50.3,32290.1,2,1117.22
24,2,4,62.9,20812.38,0,800.15
28,2,3,82.6,35345.18,1,707.08
37,1,1,64.9,27110.93,0,472.53
33,2,4,58.4,21842.56,1,839.19
21,5,2,42.1,27227.09,0,825.81
23,5,4,73.3,33898.61,3,1032.45
39,2,2,53.3,28640.36,2,710.57
43,3,3,66.8,39579.14,2,838.02
20,5,3,59.7,33692.24,3,976.12
58,1,4,77.6,29185.28,0,835.16
59,4,2,62.6,16791.46,0,821.2
31,5,3,64.1,23562.14,2,919.17
28,1,2,72.3,25573.31,1,583.14
35,2,4,96.6,30573.05,4,855.53
29,5,5,78.3,30098.66,2,1086.65
40,3,3,63.7,26356.32,3,858.58
29,1,3,65.0,25962.8,0,663.33
30,2,5,57.1,30763.66,1,964.52
42,3,3,50.8,18131.31,2,845.82
62,3,3,56.7,38564.13,2,997.05
36,4,3,53.4,8622.66,4,932.44
63,5,4,74.8,36643.28,3,1181.19
53,2,2,48.9,24638.52,1,746.43
62,3,4,85.0,33020.64,1,985.07
25,3,3,76.3,27910.72,1,763.43
46,3,1,65.3,27768.28,2,641.6
49,2,4,65.0,29434.04,0,845.32
61,5,3,56.6,31472.43,1,1049.06
35,4,2,69.1,22369.35,1,728.24
23,3,3,81.3,33278.39,1,763.71
35,3,4,54.5,16324.24,2,928.1
36,2,4,42.0,24957.36,0,853.82
39,3,5,75.5,31687.76,2,990.71
54,3,4,69.9,32960.14,1,960.98
49,3,1,48.2,28686.31,0,653.99
58,5,3,54.0,21852.86,0,988.36
20,3,4,52.1,32173.66,0,900.33
45,2,3,54.1,19645.07,1,756.8
27,4,3,60.1,39011.27,1,872.37
52,2,3,61.0,24322.63,1,808.69
46,2,3,55.2,12682.99,3,815.21
32,2,5,53.6,15442.53,1,944.29
50,3,3,61.6,25349.15,4,928.54
24,4,3,67.5,26118.6,1,838.91
29,3,5,60.3,40757.25,4,1108.86
47,4,3,82.4,16692.01,2,832.04
38,3,2,72.6,25315.7,4,766.62
48,2,3,41.1,16524.63,0,779.87
41,4,4,72.9,21058.76,3,971.53
37,2,4,74.1,38471.78,3,889.19
54,2,4,58.5,15909.31,1,906.98
21,3,4,42.6,29696.34,1,943.76
45,2,2,65.1,28143.26,3,713.12
61,1,4,64.9,24806.63,0,880.84
37,3,4,48.2,29155.49,2,964.51
41,3,2,43.2,15719.84,3,795.12
49,3,2,63.7,38250.58,4,848.85
58,5,5,61.5,40398.76,2,1247.16
53,3,4,58.7,25376.84,2,989.63
51,4,4,63.7,44384.85,1,1018.73
53,1,4,48.5,21807.78,0,854.4
19,3,3,58.5,28203.46,2,840.51
32,4,3,73.0,36455.11,2,865.17
51,3,3,59.8,21327.96,3,906.2
53,4,1,39.9,13947.61,0,730.67
23,2,4,57.9,12106.26,1,831.45
56,1,3,48.9,41486.61,1,841.34
59,3,3,69.0,20767.8,1,885.94
29,2,3,69.8,23514.11,1,718.79
20,4,3,40.1,16097.89,0,854.53
62,2,2,76.4,32586.71,5,888.93
35,5,2,48.3,18747.52,0,798.31
57,5,2,88.4,21069.9,0,795.06
38,2,2,64.3,27396.16,1,645.34
32,2,5,46.3,16487.63,1,963.8
50,4,2,47.9,23571.34,0,798.64
52,5,2,70.2,36217.68,1,862.69
43,3,3,59.1,28426.04,1,815.49
25,2,3,63.6,26044.34,2,772.53
53,3,2,89.2,26718.92,1,699.61
47,3,4,54.5,21886.92,3,978.14
40,2,4,65.9,40969.22,0,824.18
